deputy_name,deputy_state,political_party,refund_description,company_name,company_id,refund_date,refund_value,party_pg,party_en,party_tse,party_regdate,party_nmembers,party_ideology1,party_ideology2,party_ideology3,party_ideology4,party_position
SÓSTENES CAVALCANTE,RJ,DEM,HOTEL COSTS,EUJANI LIBOTTE ALVES ME,2.11403470001e+13,2016-05-15T00:00:00,686.4,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
SÓSTENES CAVALCANTE,RJ,DEM,GROUND VEHICLE RENT,CASTRO LOCADORA E TURISMO EIRELI,2.16041220002e+13,2016-04-01T00:00:00,3500.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
SÓSTENES CAVALCANTE,RJ,DEM,HOTEL COSTS,EUJANI LIBOTTE ALVES ME,2.11403470001e+13,2016-05-16T00:00:00,315.7,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
SÓSTENES CAVALCANTE,RJ,DEM,HOTEL COSTS,HOTEL PHENICIA LTDA,4.69171000326e+11,2016-07-07T00:00:00,420.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
SÓSTENES CAVALCANTE,RJ,DEM,HOTEL COSTS,IBIS-P.1 ADMINISTRAÇÃO EM COMPLEXOS IMOBILIAR.,2.0537500043e+11,2016-06-10T00:00:00,199.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
SÓSTENES CAVALCANTE,RJ,DEM,HOTEL COSTS,PPP HOTEL MARTINS DE ITAPERUNA,6.20063300012e+12,2016-10-09T00:00:00,400.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
SÓSTENES CAVALCANTE,RJ,DEM,GROUND VEHICLE RENT,CASTRO LOCADORA E TURISMO EIRELI,2.16041220002e+13,2016-11-28T00:00:00,3500.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
SÓSTENES CAVALCANTE,RJ,DEM,GROUND VEHICLE RENT,CASTRO LOCADORA E TURISMO EIRELI,2.16041220002e+13,2016-12-01T00:00:00,2500.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
SÓSTENES CAVALCANTE,RJ,DEM,GROUND VEHICLE RENT,CASTRO LOCADORA E TURISMO EIRELI,2.16041220002e+13,2016-02-04T00:00:00,750.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
SÓSTENES CAVALCANTE,RJ,DEM,GROUND VEHICLE RENT,CASTRO LOCADORA E TURISMO EIRELI,2.16041220002e+13,2016-02-18T00:00:00,750.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
SÓSTENES CAVALCANTE,RJ,DEM,GROUND VEHICLE RENT,CASTRO LOCADORA E TURISMO EIRELI,2.16041220002e+13,2016-02-25T00:00:00,750.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
SÓSTENES CAVALCANTE,RJ,DEM,HOTEL COSTS,HOTEL COMENDADOR LTDA,3.22879140002e+13,2016-09-19T00:00:00,170.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,PHONE COSTS,RAMAL,,,80.87,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
PAULO AZI,BA,DEM,FLIGHT TICKET,Cia Aérea - TAM,2.01286200016e+12,2016-05-03T00:00:00,960.73,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
PAULO AZI,BA,DEM,FLIGHT TICKET,Cia Aérea - TAM,2.01286200016e+12,2016-05-18T00:00:00,279.63,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,Pacifico Comércio e Serviços de Combustíveis Ltda,6.94862300018e+12,2016-03-17T00:00:00,100.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,Pacifico Comércio e Serviços de Combustíveis Ltda,6.94862300018e+12,2016-03-07T00:00:00,30.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,Pacifico Comércio e Serviços de Combustíveis Ltda,6.94862300018e+12,2016-01-25T00:00:00,572.58,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,Pacifico Comércio e Serviços de Combustíveis Ltda,6.94862300018e+12,2016-03-03T00:00:00,100.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,Pacifico Comércio e Serviços de Combustíveis Ltda,6.94862300018e+12,2016-02-29T00:00:00,431.74,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,Pacifico Comércio e Serviços de Combustíveis Ltda,6.94862300018e+12,2016-02-25T00:00:00,300.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,Pacifico Comércio e Serviços de Combustíveis Ltda,6.94862300018e+12,2016-02-24T00:00:00,100.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,Pacifico Comércio e Serviços de Combustíveis Ltda,6.94862300018e+12,2016-02-24T00:00:00,50.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,Pacifico Comércio e Serviços de Combustíveis Ltda,6.94862300018e+12,2016-02-15T00:00:00,586.9,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,Pacifico Comércio e Serviços de Combustíveis Ltda,6.94862300018e+12,2016-01-28T00:00:00,200.02,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,Pacifico Comércio e Serviços de Combustíveis Ltda,6.94862300018e+12,2016-01-28T00:00:00,178.76,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,Pacifico Comércio e Serviços de Combustíveis Ltda,6.94862300018e+12,2016-01-28T00:00:00,20.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
ELMAR NASCIMENTO,BA,DEM,FLIGHT TICKET,Cia Aérea - TAM,2.01286200016e+12,2016-05-12T00:00:00,414.73,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
PAULO AZI,BA,DEM,FLIGHT TICKET,Cia Aérea - TAM,2.01286200016e+12,2016-11-17T00:00:00,150.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
ELMAR NASCIMENTO,BA,DEM,FLIGHT TICKET,Cia Aérea - TAM,2.01286200016e+12,2016-05-12T00:00:00,606.68,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
PAULO AZI,BA,DEM,FLIGHT TICKET,Cia Aérea - TAM,2.01286200016e+12,2016-10-18T00:00:00,130.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
PAULO AZI,BA,DEM,FLIGHT TICKET,Cia Aérea - TAM,2.01286200016e+12,2016-10-18T00:00:00,150.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,Pacifico Comércio e Serviços de Combustíveis Ltda,6.94862300018e+12,2016-04-08T00:00:00,185.72,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,Pacifico Comércio e Serviços de Combustíveis Ltda,6.94862300018e+12,2016-04-13T00:00:00,243.93,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,Pacifico Comércio e Serviços de Combustíveis Ltda,6.94862300018e+12,2016-04-20T00:00:00,100.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,Pacifico Comércio e Serviços de Combustíveis Ltda,6.94862300018e+12,2016-04-29T00:00:00,100.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,Pacifico Comércio e Serviços de Combustíveis Ltda,6.94862300018e+12,2016-01-21T00:00:00,50.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,Pacifico Comércio e Serviços de Combustíveis Ltda,6.94862300018e+12,2016-11-11T00:00:00,100.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,Pacifico Comércio e Serviços de Combustíveis Ltda,6.94862300018e+12,2016-11-04T00:00:00,197.71,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,Pacifico Comércio e Serviços de Combustíveis Ltda,6.94862300018e+12,2016-11-01T00:00:00,51.55,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,Pacifico Comércio e Serviços de Combustíveis Ltda,6.94862300018e+12,2016-10-26T00:00:00,100.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,Pacifico Comércio e Serviços de Combustíveis Ltda,6.94862300018e+12,2016-10-22T00:00:00,418.07,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,Pacifico Comércio e Serviços de Combustíveis Ltda,6.94862300018e+12,2016-10-15T00:00:00,168.76,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,Pacifico Comércio e Serviços de Combustíveis Ltda,6.94862300018e+12,2016-10-13T00:00:00,214.83,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
PAULO AZI,BA,DEM,FLIGHT TICKET,Cia Aérea - TAM,2.01286200016e+12,2016-09-28T00:00:00,130.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,Pacifico Comércio e Serviços de Combustíveis Ltda,6.94862300018e+12,2016-10-13T00:00:00,235.54,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,Pacifico Comércio e Serviços de Combustíveis Ltda,6.94862300018e+12,2016-01-21T00:00:00,90.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,Pacifico Comércio e Serviços de Combustíveis Ltda,6.94862300018e+12,2016-01-23T00:00:00,50.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,Pacifico Comércio e Serviços de Combustíveis Ltda,6.94862300018e+12,2016-05-20T00:00:00,30.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,Pacifico Comércio e Serviços de Combustíveis Ltda,6.94862300018e+12,2016-03-08T00:00:00,152.3,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,Pacifico Comércio e Serviços de Combustíveis Ltda,6.94862300018e+12,2016-05-20T00:00:00,50.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,Pacifico Comércio e Serviços de Combustíveis Ltda,6.94862300018e+12,2016-05-13T00:00:00,167.77,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,Pacifico Comércio e Serviços de Combustíveis Ltda,6.94862300018e+12,2016-05-13T00:00:00,50.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,Pacifico Comércio e Serviços de Combustíveis Ltda,6.94862300018e+12,2016-05-11T00:00:00,130.07,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,Pacifico Comércio e Serviços de Combustíveis Ltda,6.94862300018e+12,2016-10-02T00:00:00,166.01,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
PAULO AZI,BA,DEM,FLIGHT TICKET,Cia Aérea - TAM,2.01286200016e+12,2016-05-12T00:00:00,281.58,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
PAULO AZI,BA,DEM,FLIGHT TICKET,Cia Aérea - TAM,2.01286200016e+12,2016-09-19T00:00:00,130.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
PAULO AZI,BA,DEM,FLIGHT TICKET,Cia Aérea - TAM,2.01286200016e+12,2016-08-10T00:00:00,130.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
PAULO AZI,BA,DEM,FLIGHT TICKET,Cia Aérea - TAM,2.01286200016e+12,2016-03-09T00:00:00,139.04,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
PAULO AZI,BA,DEM,FLIGHT TICKET,Cia Aérea - TAM,2.01286200016e+12,2016-10-18T00:00:00,227.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
PAULO AZI,BA,DEM,FLIGHT TICKET,Cia Aérea - TAM,2.01286200016e+12,2016-10-18T00:00:00,514.11,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
PAULO AZI,BA,DEM,FLIGHT TICKET,Cia Aérea - TAM,2.01286200016e+12,2016-09-28T00:00:00,1.95,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
PAULO AZI,BA,DEM,FLIGHT TICKET,Cia Aérea - TAM,2.01286200016e+12,2016-09-19T00:00:00,95.06,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
PAULO AZI,BA,DEM,FLIGHT TICKET,Cia Aérea - TAM,2.01286200016e+12,2016-08-31T00:00:00,841.1,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
PAULO AZI,BA,DEM,FLIGHT TICKET,Cia Aérea - TAM,2.01286200016e+12,2016-08-22T00:00:00,71.95,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
PAULO AZI,BA,DEM,FLIGHT TICKET,Cia Aérea - TAM,2.01286200016e+12,2016-08-10T00:00:00,66.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
PAULO AZI,BA,DEM,FLIGHT TICKET,Cia Aérea - TAM,2.01286200016e+12,2016-07-21T00:00:00,937.44,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
PAULO AZI,BA,DEM,FLIGHT TICKET,Cia Aérea - TAM,2.01286200016e+12,2016-07-15T00:00:00,1.95,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
PAULO AZI,BA,DEM,FLIGHT TICKET,Cia Aérea - TAM,2.01286200016e+12,2016-07-12T00:00:00,170.9,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
PAULO AZI,BA,DEM,FLIGHT TICKET,Cia Aérea - TAM,2.01286200016e+12,2016-06-15T00:00:00,353.58,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
PAULO AZI,BA,DEM,FLIGHT TICKET,Cia Aérea - TAM,2.01286200016e+12,2016-06-15T00:00:00,470.63,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
PAULO AZI,BA,DEM,FLIGHT TICKET,Cia Aérea - TAM,2.01286200016e+12,2016-06-01T00:00:00,235.63,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
PAULO AZI,BA,DEM,FLIGHT TICKET,Cia Aérea - TAM,2.01286200016e+12,2016-06-01T00:00:00,237.58,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
PAULO AZI,BA,DEM,FLIGHT TICKET,Cia Aérea - TAM,2.01286200016e+12,2016-05-25T00:00:00,648.68,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
PAULO AZI,BA,DEM,FLIGHT TICKET,Cia Aérea - TAM,2.01286200016e+12,2016-05-19T00:00:00,279.63,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
PAULO AZI,BA,DEM,FLIGHT TICKET,Cia Aérea - TAM,2.01286200016e+12,2016-02-24T00:00:00,1464.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
PAULO AZI,BA,DEM,FLIGHT TICKET,Cia Aérea - TAM,2.01286200016e+12,2016-02-01T00:00:00,100.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
PAULO AZI,BA,DEM,FLIGHT TICKET,Cia Aérea - TAM,2.01286200016e+12,2016-02-24T00:00:00,190.54,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
PAULO AZI,BA,DEM,FLIGHT TICKET,Cia Aérea - GOL,7.57565100016e+12,2016-07-15T00:00:00,774.63,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
PAULO AZI,BA,DEM,FLIGHT TICKET,Cia Aérea - TAM,2.01286200016e+12,2016-07-15T00:00:00,130.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
PAULO AZI,BA,DEM,FLIGHT TICKET,Cia Aérea - TAM,2.01286200016e+12,2016-07-12T00:00:00,-1.95,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
PAULO AZI,BA,DEM,FLIGHT TICKET,Cia Aérea - TAM,2.01286200016e+12,2016-07-12T00:00:00,130.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
PAULO AZI,BA,DEM,FLIGHT TICKET,Cia Aérea - TAM,2.01286200016e+12,2016-07-11T00:00:00,130.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
PAULO AZI,BA,DEM,FLIGHT TICKET,Cia Aérea - TAM,2.01286200016e+12,2016-06-08T00:00:00,130.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
PAULO AZI,BA,DEM,FLIGHT TICKET,Cia Aérea - TAM,2.01286200016e+12,2016-06-02T00:00:00,130.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
PAULO AZI,BA,DEM,FLIGHT TICKET,Cia Aérea - TAM,2.01286200016e+12,2016-05-13T00:00:00,-266.1,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
PAULO AZI,BA,DEM,FLIGHT TICKET,Cia Aérea - TAM,2.01286200016e+12,2016-05-13T00:00:00,130.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
PAULO AZI,BA,DEM,FLIGHT TICKET,Cia Aérea - TAM,2.01286200016e+12,2016-08-31T00:00:00,130.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
PAULO AZI,BA,DEM,FLIGHT TICKET,Cia Aérea - TAM,2.01286200016e+12,2016-04-05T00:00:00,130.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
PAULO AZI,BA,DEM,FLIGHT TICKET,Cia Aérea - TAM,2.01286200016e+12,2016-03-09T00:00:00,120.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
PAULO AZI,BA,DEM,FLIGHT TICKET,Cia Aérea - TAM,2.01286200016e+12,2016-02-25T00:00:00,180.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
PAULO AZI,BA,DEM,FLIGHT TICKET,Cia Aérea - TAM,2.01286200016e+12,2016-02-01T00:00:00,-49.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
PAULO AZI,BA,DEM,FLIGHT TICKET,Cia Aérea - TAM,2.01286200016e+12,2016-11-17T00:00:00,419.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
PAULO AZI,BA,DEM,FLIGHT TICKET,Cia Aérea - TAM,2.01286200016e+12,2016-02-03T00:00:00,779.37,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
PAULO AZI,BA,DEM,FLIGHT TICKET,Cia Aérea - TAM,2.01286200016e+12,2016-02-03T00:00:00,845.37,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
PAULO AZI,BA,DEM,FLIGHT TICKET,Cia Aérea - TAM,2.01286200016e+12,2016-01-26T00:00:00,809.83,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
PAULO AZI,BA,DEM,FLIGHT TICKET,Cia Aérea - TAM,2.01286200016e+12,2016-08-22T00:00:00,130.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
PAULO AZI,BA,DEM,FLIGHT TICKET,Cia Aérea - TAM,2.01286200016e+12,2016-03-31T00:00:00,130.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,PHONE COSTS,TELEFÔNICA BRASIL S.A,2.55815700016e+12,2016-06-17T00:00:00,319.35,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,PHONE COSTS,TELEFÔNICA BRASIL S.A,2.55815700016e+12,2016-06-17T00:00:00,411.89,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,PHONE COSTS,TELEFÔNICA BRASIL S.A,2.55815700016e+12,2016-06-17T00:00:00,632.77,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,MEAL COSTS,LA TABLE,1.05384070001e+13,2016-04-05T00:00:00,190.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,MEAL COSTS,LA PULPERIA COMERCIO DE ALIMENTOS LTDA - ME,1.53304510002e+13,2016-04-10T00:00:00,160.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,MEAL COSTS,LA PAUSA CAFÉS ESPECIAIS LTDA ME,3.88832300015e+12,2016-05-19T00:00:00,145.5,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,MEAL COSTS,LA KHANTUTA,1.30945450002e+13,2016-01-19T00:00:00,47.5,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,MEAL COSTS,LA FORNERIA RESTAURANTES LTDA,9.48649000015e+12,2016-07-27T00:00:00,45.1,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,MEAL COSTS,LA FORNERIA RESTAURANTES LTDA,9.48649000015e+12,2016-05-14T00:00:00,50.38,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
